Team name,Profile team,Wiki URL,Region,Country,Track,Kind,Section,Application
HUST-UEVE-UPSaclay,https://old.igem.org/Team.cgi?team_id=4900,https://2023.igem.wiki/hust-ueve-upsaclay,Asia,China,Food &amp; Nutrition,Collegiate,under,Accepted
HZAU-China,https://old.igem.org/Team.cgi?team_id=4645,https://2023.igem.wiki/hzau-china,Asia,China,Therapeutics,Collegiate,under,Accepted
iBowu-China,https://old.igem.org/Team.cgi?team_id=4690,https://2023.igem.wiki/ibowu-china,Asia,China,High School,Commercial,hs,Accepted
ICT-Mumbai,https://old.igem.org/Team.cgi?team_id=4692,https://2023.igem.wiki/ict-mumbai,Asia,India,Food &amp; Nutrition,Collegiate,under,Accepted
IFB-Gdansk,https://old.igem.org/Team.cgi?team_id=4695,https://2023.igem.wiki/ifb-gdansk,Europe,Poland,Bioremediation,Collegiate,under,Accepted
IISc-Bengaluru,https://old.igem.org/Team.cgi?team_id=4829,https://2023.igem.wiki/iisc-bengaluru,Asia,India,Therapeutics,Collegiate,under,Accepted
IISER-Bhopal,https://old.igem.org/Team.cgi?team_id=4958,https://2023.igem.wiki/iiser-bhopal,Asia,India,Environment,Collegiate,under,Accepted
IISER-Kolkata,https://old.igem.org/Team.cgi?team_id=4781,https://2023.igem.wiki/iiser-kolkata,Asia,India,Agriculture,Collegiate,under,Accepted
IISER-Mohali,https://old.igem.org/Team.cgi?team_id=4933,https://2023.igem.wiki/iiser-mohali,Asia,India,Foundational Advance,Collegiate,over,Accepted
IISER-Pune-India,https://old.igem.org/Team.cgi?team_id=4879,https://2023.igem.wiki/iiser-pune-india,Asia,India,Climate Crisis,Collegiate,under,Accepted
IISER-Tirupati-India,https://old.igem.org/Team.cgi?team_id=4836,https://2023.igem.wiki/iiser-tirupati-india,Asia,India,Therapeutics,Collegiate,under,Accepted
IISER-TVM,https://old.igem.org/Team.cgi?team_id=4693,https://2023.igem.wiki/iiser-tvm,Asia,India,Diagnostics,Collegiate,under,Accepted
IIT-Delhi,https://old.igem.org/Team.cgi?team_id=4898,https://2023.igem.wiki/iit-delhi,Asia,India,Bioremediation,Collegiate,over,Accepted
IIT-Madras,https://old.igem.org/Team.cgi?team_id=4931,https://2023.igem.wiki/iit-madras,Asia,India,Foundational Advance,Collegiate,under,Accepted
IIT-Roorkee,https://old.igem.org/Team.cgi?team_id=4838,https://2023.igem.wiki/iit-roorkee,Asia,India,Diagnostics,Collegiate,under,Accepted
IITChicago,https://old.igem.org/Team.cgi?team_id=4896,https://2023.igem.wiki/iitchicago,North America,United States,Therapeutics,Collegiate,over,Accepted
INSAENSLyon1,https://old.igem.org/Team.cgi?team_id=4818,https://2023.igem.wiki/insaenslyon1,Europe,France,Therapeutics,Collegiate,over,Accepted
IOANNINA,https://old.igem.org/Team.cgi?team_id=4807,https://2023.igem.wiki/ioannina,Europe,Greece,Therapeutics,Collegiate,over,Accepted
Ionis-Paris,https://old.igem.org/Team.cgi?team_id=4577,https://2023.igem.wiki/ionis-paris,Europe,France,Climate Crisis,Collegiate,over,Accepted
ISPanama,https://old.igem.org/Team.cgi?team_id=4952,https://2023.igem.wiki/ispanama,Latin America,Panama,High School,High School,hs,Accepted
iZJU-China,https://old.igem.org/Team.cgi?team_id=4940,https://2023.igem.wiki/izju-china,Asia,China,Bioremediation,Collegiate,under,Accepted
Japan-United,https://old.igem.org/Team.cgi?team_id=4955,https://2023.igem.wiki/japan-united,Asia,Japan,High School,High School,hs,Accepted
JCVI-UCSD,https://old.igem.org/Team.cgi?team_id=4921,https://2023.igem.wiki/jcvi-ucsd,North America,United States,Climate Crisis,Collegiate,under,Accepted
Jiangnan-China,https://old.igem.org/Team.cgi?team_id=4759,https://2023.igem.wiki/jiangnan-china,Asia,China,Biomanufacturing,Collegiate,under,Accepted
Jiangsu-United,https://old.igem.org/Team.cgi?team_id=4840,https://2023.igem.wiki/jiangsu-united,Asia,China,High School,Commercial,hs,Accepted
Jilin-China,https://old.igem.org/Team.cgi?team_id=4980,https://2023.igem.wiki/jilin-china,Asia,China,Therapeutics,Collegiate,under,Accepted
JLU-China,https://old.igem.org/Team.cgi?team_id=4609,https://2023.igem.wiki/jlu-china,Asia,China,Therapeutics,Collegiate,under,Accepted
JLU-NBBMS,https://old.igem.org/Team.cgi?team_id=4833,https://2023.igem.wiki/jlu-nbbms,Asia,China,Therapeutics,Collegiate,over,Accepted
KCIS-Xiugang-Taipei,https://old.igem.org/Team.cgi?team_id=4650,https://2023.igem.wiki/kcis-xiugang-taipei,Asia,Taiwan,High School,High School,hs,Accepted
KCL-UK,https://old.igem.org/Team.cgi?team_id=4584,https://2023.igem.wiki/kcl-uk,Europe,United Kingdom,Diagnostics,Collegiate,over,Accepted
Keystone,https://old.igem.org/Team.cgi?team_id=4863,https://2023.igem.wiki/keystone,Asia,China,High School,High School,hs,Accepted
Korea-HS,https://old.igem.org/Team.cgi?team_id=4869,https://2023.igem.wiki/korea-hs,Asia,"Korea, Republic Of",High School,Commercial,hs,Accepted
KUAS-SEOUL,https://old.igem.org/Team.cgi?team_id=4953,https://2023.igem.wiki/kuas-seoul,Asia,"Korea, Republic Of",Diagnostics,Collegiate,over,Accepted
KULeuven,https://old.igem.org/Team.cgi?team_id=4661,https://2023.igem.wiki/kuleuven,Europe,Belgium,Biomanufacturing,Collegiate,over,Accepted
Kyoto,https://old.igem.org/Team.cgi?team_id=4655,https://2023.igem.wiki/kyoto,Asia,Japan,Agriculture,Collegiate,under,Accepted
Lambert-GA,https://old.igem.org/Team.cgi?team_id=4683,https://2023.igem.wiki/lambert-ga,North America,United States,High School,High School,hs,Accepted
Latvia-Riga,https://old.igem.org/Team.cgi?team_id=4620,https://2023.igem.wiki/latvia-riga,Europe,Latvia,Foundational Advance,Collegiate,over,Accepted
Leiden,https://old.igem.org/Team.cgi?team_id=4721,https://2023.igem.wiki/leiden,Europe,Netherlands,Biomanufacturing,Collegiate,over,Accepted
Lethbridge,https://old.igem.org/Team.cgi?team_id=4754,https://2023.igem.wiki/lethbridge,North America,Canada,Agriculture,Collegiate,under,Accepted
LethbridgeHS,https://old.igem.org/Team.cgi?team_id=4599,https://2023.igem.wiki/lethbridgehs,North America,Canada,High School,High School,hs,Accepted
LINKS-China,https://old.igem.org/Team.cgi?team_id=4805,https://2023.igem.wiki/links-china,Asia,China,High School,Commercial,hs,Accepted
Liuan-Shanghai,https://old.igem.org/Team.cgi?team_id=4977,https://2023.igem.wiki/liuan-shanghai,Asia,China,High School,Commercial,hs,Accepted
LJCDSCalifornia,https://old.igem.org/Team.cgi?team_id=5028,https://2023.igem.wiki/ljcdscalifornia,North America,United States,High School,High School,hs,Withdrawn
Lund,https://old.igem.org/Team.cgi?team_id=4745,https://2023.igem.wiki/lund,Europe,Sweden,Bioremediation,Collegiate,over,Accepted
LZU-CHINA,https://old.igem.org/Team.cgi?team_id=4788,https://2023.igem.wiki/lzu-china,Asia,China,Food &amp; Nutrition,Collegiate,under,Accepted
Makerere-Uganda,https://old.igem.org/Team.cgi?team_id=5019,https://2023.igem.wiki/makerere-uganda,Africa,Uganda,Environment,Collegiate,over,Accepted
Manual-KY,https://old.igem.org/Team.cgi?team_id=5029,https://2023.igem.wiki/manual-ky,North America,United States,High School,High School,hs,Accepted
Marburg,https://old.igem.org/Team.cgi?team_id=4729,https://2023.igem.wiki/marburg,Europe,Germany,Foundational Advance,Collegiate,over,Accepted
McGill,https://old.igem.org/Team.cgi?team_id=4608,https://2023.igem.wiki/mcgill,North America,Canada,Therapeutics,Collegiate,under,Accepted
McMaster-Canada,https://old.igem.org/Team.cgi?team_id=4751,https://2023.igem.wiki/mcmaster-canada,North America,Canada,Diagnostics,Collegiate,under,Accepted
McMasterU,https://old.igem.org/Team.cgi?team_id=4819,https://2023.igem.wiki/mcmasteru,North America,Canada,Therapeutics,Collegiate,under,Accepted
Metropolis-Shanghai,https://old.igem.org/Team.cgi?team_id=4875,https://2023.igem.wiki/metropolis-shanghai,Asia,China,High School,Commercial,hs,Accepted
MetroTorontoHS,https://old.igem.org/Team.cgi?team_id=4682,https://2023.igem.wiki/metrotorontohs,North America,Canada,High School,High School,hs,Withdrawn
Michigan,https://old.igem.org/Team.cgi?team_id=4858,https://2023.igem.wiki/michigan,North America,United States,Diagnostics,Collegiate,under,Accepted
Mingdao,https://old.igem.org/Team.cgi?team_id=4652,https://2023.igem.wiki/mingdao,Asia,Taiwan,High School,High School,hs,Accepted
Missouri-Miners,https://old.igem.org/Team.cgi?team_id=4856,https://2023.igem.wiki/missouri-miners,North America,United States,Diagnostics,Collegiate,under,Accepted
MIT,https://old.igem.org/Team.cgi?team_id=4764,https://2023.igem.wiki/mit,North America,United States,Therapeutics,Collegiate,under,Accepted
MIT-MAHE,https://old.igem.org/Team.cgi?team_id=4641,https://2023.igem.wiki/mit-mahe,Asia,India,Bioremediation,Collegiate,over,Accepted
Montpellier,https://old.igem.org/Team.cgi?team_id=4697,https://2023.igem.wiki/montpellier,Europe,France,Diagnostics,Collegiate,over,Accepted
MSP-Maastricht,https://old.igem.org/Team.cgi?team_id=4665,https://2023.igem.wiki/msp-maastricht,Europe,Netherlands,Biomanufacturing,Collegiate,under,Accepted
Munich,https://old.igem.org/Team.cgi?team_id=4574,https://2023.igem.wiki/munich,Europe,Germany,Therapeutics,Collegiate,over,Accepted
MunichBioinformatics,https://old.igem.org/Team.cgi?team_id=5016,https://2023.igem.wiki/munichbioinformatics,Europe,Germany,Software &amp; AI,Collegiate,over,Accepted
Nanjing-BioX,https://old.igem.org/Team.cgi?team_id=4886,https://2023.igem.wiki/nanjing-biox,Asia,China,High School,Commercial,hs,Accepted
Nanjing-BioXstem,https://old.igem.org/Team.cgi?team_id=4779,https://2023.igem.wiki/nanjing-bioxstem,Asia,China,High School,Commercial,hs,Accepted
Nanjing-China,https://old.igem.org/Team.cgi?team_id=4605,https://2023.igem.wiki/nanjing-china,Asia,China,Biomanufacturing,Collegiate,under,Accepted
Nanjing-NFLS,https://old.igem.org/Team.cgi?team_id=4606,https://2023.igem.wiki/nanjing-nfls,Asia,China,High School,High School,hs,Accepted
NANJING-NFLSFC,https://old.igem.org/Team.cgi?team_id=5022,https://2023.igem.wiki/nanjing-nflsfc,Asia,China,High School,High School,hs,Accepted
Nanjing-SDG,https://old.igem.org/Team.cgi?team_id=4885,https://2023.igem.wiki/nanjing-sdg,Asia,China,High School,Commercial,hs,Accepted
Nantes,https://old.igem.org/Team.cgi?team_id=4709,https://2023.igem.wiki/nantes,Europe,France,Therapeutics,Collegiate,under,Accepted
NAU-CHINA,https://old.igem.org/Team.cgi?team_id=4613,https://2023.igem.wiki/nau-china,Asia,China,Food &amp; Nutrition,Collegiate,under,Accepted
NavarraBG,https://old.igem.org/Team.cgi?team_id=5011,https://2023.igem.wiki/navarrabg,Europe,Spain,High School,High School,hs,Accepted
NCHU-Taichung,https://old.igem.org/Team.cgi?team_id=4934,https://2023.igem.wiki/nchu-taichung,Asia,Taiwan,Conservation,Collegiate,under,Accepted
NCSU,https://old.igem.org/Team.cgi?team_id=4943,https://2023.igem.wiki/ncsu,North America,United States,Therapeutics,Collegiate,over,Accepted
NDSU,https://old.igem.org/Team.cgi?team_id=4753,https://2023.igem.wiki/ndsu,North America,United States,Agriculture,Collegiate,under,Accepted
NEFU-China,https://old.igem.org/Team.cgi?team_id=4827,https://2023.igem.wiki/nefu-china,Asia,China,Biomanufacturing,Collegiate,under,Accepted
NEU-CHINA,https://old.igem.org/Team.cgi?team_id=4635,https://2023.igem.wiki/neu-china,Asia,China,Biomanufacturing,Collegiate,over,Accepted
NIS-Kazakhstan,https://old.igem.org/Team.cgi?team_id=4901,https://2023.igem.wiki/nis-kazakhstan,Asia,Kazakhstan,High School,High School,hs,Accepted
NJMU-China,https://old.igem.org/Team.cgi?team_id=4705,https://2023.igem.wiki/njmu-china,Asia,China,Therapeutics,Collegiate,over,Accepted
NJTech-China-A,https://old.igem.org/Team.cgi?team_id=4724,https://2023.igem.wiki/njtech-china-a,Asia,China,Bioremediation,Collegiate,under,Accepted
NJTech-China-B,https://old.igem.org/Team.cgi?team_id=4800,https://2023.igem.wiki/njtech-china-b,Asia,China,Biomanufacturing,Collegiate,under,Accepted
NJU-China,https://old.igem.org/Team.cgi?team_id=4815,https://2023.igem.wiki/nju-china,Asia,China,Foundational Advance,Collegiate,under,Accepted
NMU-China,https://old.igem.org/Team.cgi?team_id=4656,https://2023.igem.wiki/nmu-china,Asia,China,Therapeutics,Collegiate,under,Accepted
NNU-CHINA,https://old.igem.org/Team.cgi?team_id=4790,https://2023.igem.wiki/nnu-china,Asia,China,Bioremediation,Collegiate,under,Accepted
NPU-CHINA,https://old.igem.org/Team.cgi?team_id=4801,https://2023.igem.wiki/npu-china,Asia,China,Food &amp; Nutrition,Collegiate,under,Accepted
NTHU-Taiwan,https://old.igem.org/Team.cgi?team_id=4636,https://2023.igem.wiki/nthu-taiwan,Asia,Taiwan,Diagnostics,Collegiate,under,Accepted
NTU-Singapore,https://old.igem.org/Team.cgi?team_id=4830,https://2023.igem.wiki/ntu-singapore,Asia,Singapore,Foundational Advance,Collegiate,under,Accepted
NU-Kazakhstan,https://old.igem.org/Team.cgi?team_id=4782,https://2023.igem.wiki/nu-kazakhstan,Asia,Kazakhstan,Therapeutics,Collegiate,under,Accepted
NUDT-CHINA,https://old.igem.org/Team.cgi?team_id=4960,https://2023.igem.wiki/nudt-china,Asia,China,Therapeutics,Collegiate,under,Accepted
NUS-Singapore,https://old.igem.org/Team.cgi?team_id=4850,https://2023.igem.wiki/nus-singapore,Asia,Singapore,Foundational Advance,Collegiate,under,Accepted
NWU-CHINA-A,https://old.igem.org/Team.cgi?team_id=4762,https://2023.igem.wiki/nwu-china-a,Asia,China,Therapeutics,Collegiate,under,Accepted
NYCEmpireState,https://old.igem.org/Team.cgi?team_id=4974,https://2023.igem.wiki/nycempirestate,North America,United States,High School,Commercial,hs,Accepted
NYCU-Formosa,https://old.igem.org/Team.cgi?team_id=4854,https://2023.igem.wiki/nycu-formosa,Asia,Taiwan,Biomanufacturing,Collegiate,under,Accepted
NYCU-Taipei,https://old.igem.org/Team.cgi?team_id=4822,https://2023.igem.wiki/nycu-taipei,Asia,Taiwan,Diagnostics,Collegiate,under,Accepted
NYU-Abu-Dhabi,https://old.igem.org/Team.cgi?team_id=4812,https://2023.igem.wiki/nyu-abu-dhabi,Asia,United Arab Emirates,Biomanufacturing,Collegiate,under,Accepted
NYU-New-York,https://old.igem.org/Team.cgi?team_id=4820,https://2023.igem.wiki/nyu-new-york,North America,United States,Diagnostics,Collegiate,over,Accepted
Ohio-State-FABE,https://old.igem.org/Team.cgi?team_id=5027,https://2023.igem.wiki/ohio-state-fabe,North America,United States,Therapeutics,Collegiate,under,Accepted
OKstate,https://old.igem.org/Team.cgi?team_id=4884,https://2023.igem.wiki/okstate,North America,United States,Climate Crisis,Collegiate,under,Accepted
OTIA-Hangzhou,https://old.igem.org/Team.cgi?team_id=4865,https://2023.igem.wiki/otia-hangzhou,Asia,China,High School,Commercial,hs,Accepted
OUC-China,https://old.igem.org/Team.cgi?team_id=4711,https://2023.igem.wiki/ouc-china,Asia,China,Biomanufacturing,Collegiate,under,Accepted
OUC-Haide,https://old.igem.org/Team.cgi?team_id=4596,https://2023.igem.wiki/ouc-haide,Asia,China,Bioremediation,Collegiate,under,Accepted
Oxford,https://old.igem.org/Team.cgi?team_id=4932,https://2023.igem.wiki/oxford,Europe,United Kingdom,Diagnostics,Collegiate,under,Accepted
Paris-Bettencourt,https://old.igem.org/Team.cgi?team_id=4602,https://2023.igem.wiki/paris-bettencourt,Europe,France,Therapeutics,Collegiate,over,Accepted
Patras,https://old.igem.org/Team.cgi?team_id=4639,https://2023.igem.wiki/patras,Europe,Greece,Diagnostics,Collegiate,under,Accepted
Patras-Med,https://old.igem.org/Team.cgi?team_id=5017,https://2023.igem.wiki/patras-med,Europe,Greece,Therapeutics,Collegiate,under,Accepted
PatrasBio,https://old.igem.org/Team.cgi?team_id=4973,https://2023.igem.wiki/patrasbio,Europe,Greece,Conservation,Collegiate,under,Accepted
Peking,https://old.igem.org/Team.cgi?team_id=4713,https://2023.igem.wiki/peking,Asia,China,Therapeutics,Collegiate,under,Accepted
PekingHSC,https://old.igem.org/Team.cgi?team_id=4638,https://2023.igem.wiki/pekinghsc,Asia,China,Therapeutics,Collegiate,under,Accepted
PennState,https://old.igem.org/Team.cgi?team_id=4950,https://2023.igem.wiki/pennstate,North America,United States,Diagnostics,Collegiate,over,Accepted
PIHS-Beijing,https://old.igem.org/Team.cgi?team_id=4971,https://2023.igem.wiki/pihs-beijing,Asia,China,High School,High School,hs,Accepted
PINGHE,https://old.igem.org/Team.cgi?team_id=4926,https://2023.igem.wiki/pinghe,Asia,China,High School,Commercial,hs,Accepted
PLKLFC-1,https://old.igem.org/Team.cgi?team_id=4923,https://2023.igem.wiki/plklfc-1,Asia,Hong Kong,High School,High School,hs,Accepted
PLKNPLC-HK,https://old.igem.org/Team.cgi?team_id=4936,https://2023.igem.wiki/plknplc-hk,Asia,Hong Kong,High School,High School,hs,Accepted
Princeton,https://old.igem.org/Team.cgi?team_id=4686,https://2023.igem.wiki/princeton,North America,United States,Foundational Advance,Collegiate,under,Accepted
PTSH-Taiwan,https://old.igem.org/Team.cgi?team_id=4743,https://2023.igem.wiki/ptsh-taiwan,Asia,Taiwan,High School,High School,hs,Accepted
PuiChing-Macau,https://old.igem.org/Team.cgi?team_id=4814,https://2023.igem.wiki/puiching-macau,Asia,Macao,High School,High School,hs,Accepted
Purdue,https://old.igem.org/Team.cgi?team_id=4894,https://2023.igem.wiki/purdue,North America,United States,Biomanufacturing,Collegiate,under,Withdrawn
Qdai,https://old.igem.org/Team.cgi?team_id=4784,https://2023.igem.wiki/qdai,Asia,Japan,Environment,Collegiate,under,Accepted
Queens-Canada,https://old.igem.org/Team.cgi?team_id=4728,https://2023.igem.wiki/queens-canada,North America,Canada,Bioremediation,Collegiate,under,Accepted
RainsACA-China,https://old.igem.org/Team.cgi?team_id=4996,https://2023.igem.wiki/rainsaca-china,Asia,China,High School,Commercial,hs,Accepted
RBHS-SanDiego-CA,https://old.igem.org/Team.cgi?team_id=4734,https://2023.igem.wiki/rbhs-sandiego-ca,North America,United States,High School,High School,hs,Accepted
RDFZ-CHINA,https://old.igem.org/Team.cgi?team_id=4965,https://2023.igem.wiki/rdfz-china,Asia,China,High School,High School,hs,Accepted
REC-CHENNAI,https://old.igem.org/Team.cgi?team_id=4689,https://2023.igem.wiki/rec-chennai,Asia,India,Climate Crisis,Collegiate,under,Accepted
Rochester,https://old.igem.org/Team.cgi?team_id=4588,https://2023.igem.wiki/rochester,North America,United States,Biomanufacturing,Collegiate,under,Accepted
RPTU-Kaiserslautern,https://old.igem.org/Team.cgi?team_id=4806,https://2023.igem.wiki/rptu-kaiserslautern,Europe,Germany,Bioremediation,Collegiate,under,Accepted
RUBochum,https://old.igem.org/Team.cgi?team_id=4741,https://2023.igem.wiki/rubochum,Europe,Germany,Environment,Collegiate,over,Accepted
Saint-Joseph,https://old.igem.org/Team.cgi?team_id=4622,https://2023.igem.wiki/saint-joseph,Europe,Turkey,High School,High School,hs,Accepted
SCAU-China,https://old.igem.org/Team.cgi?team_id=4632,https://2023.igem.wiki/scau-china,Asia,China,Conservation,Collegiate,under,Accepted
SCIE-PearlDelta,https://old.igem.org/Team.cgi?team_id=4847,https://2023.igem.wiki/scie-pearldelta,Asia,China,High School,Commercial,hs,Accepted
SCU-BSE-China,https://old.igem.org/Team.cgi?team_id=4937,https://2023.igem.wiki/scu-bse-china,Asia,China,Foundational Advance,Collegiate,under,Accepted
SCU-China,https://old.igem.org/Team.cgi?team_id=4817,https://2023.igem.wiki/scu-china,Asia,China,Environment,Collegiate,under,Accepted
SCUT-China,https://old.igem.org/Team.cgi?team_id=4621,https://2023.igem.wiki/scut-china,Asia,China,Biomanufacturing,Collegiate,under,Accepted
SDU-CHINA,https://old.igem.org/Team.cgi?team_id=4583,https://2023.igem.wiki/sdu-china,Asia,China,Biomanufacturing,Collegiate,under,Accepted
SDU-Denmark,https://old.igem.org/Team.cgi?team_id=4868,https://2023.igem.wiki/sdu-denmark,Europe,Denmark,Bioremediation,Collegiate,over,Accepted
Seoul-Korea,https://old.igem.org/Team.cgi?team_id=4948,https://2023.igem.wiki/seoul-korea,Asia,"Korea, Republic Of",High School,Commercial,hs,Accepted
Shanghai-BioX,https://old.igem.org/Team.cgi?team_id=4887,https://2023.igem.wiki/shanghai-biox,Asia,China,High School,Commercial,hs,Accepted
Shanghai-city,https://old.igem.org/Team.cgi?team_id=4873,https://2023.igem.wiki/shanghai-city,Asia,China,High School,Commercial,hs,Accepted
Shanghai-HS,https://old.igem.org/Team.cgi?team_id=4874,https://2023.igem.wiki/shanghai-hs,Asia,China,High School,Commercial,hs,Accepted
Shanghai-MedX,https://old.igem.org/Team.cgi?team_id=4889,https://2023.igem.wiki/shanghai-medx,Asia,China,High School,Commercial,hs,Accepted
Shanghai-SDG,https://old.igem.org/Team.cgi?team_id=4890,https://2023.igem.wiki/shanghai-sdg,Asia,China,High School,Commercial,hs,Accepted
ShanghaiTech-China,https://old.igem.org/Team.cgi?team_id=4594,https://2023.igem.wiki/shanghaitech-china,Asia,China,Climate Crisis,Collegiate,under,Accepted
Sheffield,https://old.igem.org/Team.cgi?team_id=4939,https://2023.igem.wiki/sheffield,Europe,United Kingdom,Foundational Advance,Collegiate,over,Accepted
SHSBNU-China,https://old.igem.org/Team.cgi?team_id=4672,https://2023.igem.wiki/shsbnu-china,Asia,China,High School,High School,hs,Accepted
SHSID-China,https://old.igem.org/Team.cgi?team_id=4942,https://2023.igem.wiki/shsid-china,Asia,China,High School,Commercial,hs,Accepted
SJTU-BioX-Shanghai,https://old.igem.org/Team.cgi?team_id=4760,https://2023.igem.wiki/sjtu-biox-shanghai,Asia,China,Bioremediation,Collegiate,over,Accepted
SJTU-software,https://old.igem.org/Team.cgi?team_id=4589,https://2023.igem.wiki/sjtu-software,Asia,China,Software &amp; AI,Collegiate,under,Accepted
SMBU,https://old.igem.org/Team.cgi?team_id=4911,https://2023.igem.wiki/smbu,Asia,China,Diagnostics,Collegiate,over,Accepted
SMS-Shenzhen,https://old.igem.org/Team.cgi?team_id=4712,https://2023.igem.wiki/sms-shenzhen,Asia,China,High School,High School,hs,Accepted
Sorbonne-U-Paris,https://old.igem.org/Team.cgi?team_id=4643,https://2023.igem.wiki/sorbonne-u-paris,Europe,France,Bioremediation,Collegiate,under,Accepted
Squirrel-Beijing,https://old.igem.org/Team.cgi?team_id=5014,https://2023.igem.wiki/squirrel-beijing,Asia,China,,Commercial,hs,Withdrawn
Squirrel-Beijing-I,https://old.igem.org/Team.cgi?team_id=5002,https://2023.igem.wiki/squirrel-beijing-i,Asia,China,High School,Commercial,hs,Accepted
Squirrel-Beijing-II,https://old.igem.org/Team.cgi?team_id=5003,https://2023.igem.wiki/squirrel-beijing-ii,Asia,China,,Commercial,hs,Withdrawn
Squirrel-CHN,https://old.igem.org/Team.cgi?team_id=5013,https://2023.igem.wiki/squirrel-chn,Asia,China,High School,Commercial,hs,Accepted
Squirrel-CHN-II,https://old.igem.org/Team.cgi?team_id=5009,https://2023.igem.wiki/squirrel-chn-ii,Asia,China,High School,Commercial,hs,Accepted
Squirrel-Guangzhou,https://old.igem.org/Team.cgi?team_id=5000,https://2023.igem.wiki/squirrel-guangzhou,Asia,China,High School,Commercial,hs,Accepted
Squirrel-Shanghai,https://old.igem.org/Team.cgi?team_id=5008,https://2023.igem.wiki/squirrel-shanghai,Asia,China,High School,Commercial,hs,Accepted
Stanford,https://old.igem.org/Team.cgi?team_id=4951,https://2023.igem.wiki/stanford,North America,United States,Environment,Collegiate,under,Accepted
Stockholm,https://old.igem.org/Team.cgi?team_id=4658,https://2023.igem.wiki/stockholm,Europe,Sweden,Environment,Collegiate,over,Accepted
Stony-Brook,https://old.igem.org/Team.cgi?team_id=4647,https://2023.igem.wiki/stony-brook,North America,United States,Environment,Collegiate,over,Accepted
Stuttgart,https://old.igem.org/Team.cgi?team_id=4575,https://2023.igem.wiki/stuttgart,Europe,Germany,Therapeutics,Collegiate,over,Accepted
SubCat-China,https://old.igem.org/Team.cgi?team_id=4845,https://2023.igem.wiki/subcat-china,Asia,China,High School,Commercial,hs,Accepted
SubCat-GD,https://old.igem.org/Team.cgi?team_id=4909,https://2023.igem.wiki/subcat-gd,Asia,China,High School,Commercial,hs,Accepted
SubCat-HongKong,https://old.igem.org/Team.cgi?team_id=4929,https://2023.igem.wiki/subcat-hongkong,Asia,China,High School,Commercial,hs,Accepted
SubCat-Peking,https://old.igem.org/Team.cgi?team_id=4904,https://2023.igem.wiki/subcat-peking,Asia,China,High School,Commercial,hs,Accepted
SubCat-Shanghai,https://old.igem.org/Team.cgi?team_id=4908,https://2023.igem.wiki/subcat-shanghai,Asia,China,High School,Commercial,hs,Accepted
SUSTech-CHINA,https://old.igem.org/Team.cgi?team_id=4785,https://2023.igem.wiki/sustech-china,Asia,China,Therapeutics,Collegiate,under,Accepted
SUSTech-MED,https://old.igem.org/Team.cgi?team_id=4747,https://2023.igem.wiki/sustech-med,Asia,China,Therapeutics,Collegiate,under,Accepted
SUSTech-OCE,https://old.igem.org/Team.cgi?team_id=4809,https://2023.igem.wiki/sustech-oce,Asia,China,Environment,Collegiate,over,Accepted
SUSTech-Shenzhen,https://old.igem.org/Team.cgi?team_id=4739,https://2023.igem.wiki/sustech-shenzhen,Asia,China,Therapeutics,Collegiate,under,Accepted
SVCE-CHENNAI,https://old.igem.org/Team.cgi?team_id=4864,https://2023.igem.wiki/svce-chennai,Asia,India,Agriculture,Collegiate,under,Accepted
SWUer-China,https://old.igem.org/Team.cgi?team_id=4915,https://2023.igem.wiki/swuer-china,Asia,China,Agriculture,Collegiate,over,Accepted
SYPHU-China,https://old.igem.org/Team.cgi?team_id=4617,https://2023.igem.wiki/syphu-china,Asia,China,Therapeutics,Collegiate,under,Accepted
SYSU-SLS-CHINA,https://old.igem.org/Team.cgi?team_id=4839,https://2023.igem.wiki/sysu-sls-china,Asia,China,Therapeutics,Collegiate,over,Accepted
SYSU-Software,https://old.igem.org/Team.cgi?team_id=4826,https://2023.igem.wiki/sysu-software,Asia,China,Software &amp; AI,Collegiate,under,Accepted
SZ-SHD,https://old.igem.org/Team.cgi?team_id=4844,https://2023.igem.wiki/sz-shd,Asia,China,High School,Commercial,hs,Accepted
SZU-China,https://old.igem.org/Team.cgi?team_id=4653,https://2023.igem.wiki/szu-china,Asia,China,Agriculture,Collegiate,over,Accepted
Taipei-KCISLK-V1,https://old.igem.org/Team.cgi?team_id=4673,https://2023.igem.wiki/taipei-kcislk-v1,Asia,Taiwan,High School,High School,hs,Accepted
TAU-Israel,https://old.igem.org/Team.cgi?team_id=4648,https://2023.igem.wiki/tau-israel,Asia,Israel,Foundational Advance,Collegiate,over,Accepted
Tec-Chihuahua,https://old.igem.org/Team.cgi?team_id=4607,https://2023.igem.wiki/tec-chihuahua,Latin America,Mexico,Food &amp; Nutrition,Collegiate,under,Accepted
Technion-Israel,https://old.igem.org/Team.cgi?team_id=4633,https://2023.igem.wiki/technion-israel,Asia,Israel,Therapeutics,Collegiate,over,Accepted
TecMonterreyGDL,https://old.igem.org/Team.cgi?team_id=4763,https://2023.igem.wiki/tecmonterreygdl,Latin America,Mexico,Environment,Collegiate,under,Accepted
Thailand-RIS,https://old.igem.org/Team.cgi?team_id=4629,https://2023.igem.wiki/thailand-ris,Asia,Thailand,High School,High School,hs,Accepted
The-Kings-School-AU,https://old.igem.org/Team.cgi?team_id=4735,https://2023.igem.wiki/the-kings-school-au,Asia,Australia,High School,High School,hs,Accepted
